Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location
LUKE,DOG,LABRADOR RETR,BLACK,Male,LARGE,07/05/2014,K24-049924,DS62,A429327,09/28/2024,09/28/2024,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95409,"95409(38.457489, -122.644131)"
DOZER,DOG,ALASKAN HUSKY/GERM SHEPHERD,WHITE,Male,MED,05/30/2020,K23-045514,DS77,A417900,07/25/2023,07/28/2023,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492,"95492(38.5407034, -122.805922)"
GUNTHER,DOG,LABRADOR RETR/MIX,BROWN,Male,LARGE,01/02/2024,K24-049250,DS64,A428058,07/26/2024,08/02/2024,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95401,"95401(38.445212, -122.745766)"
SKYE,DOG,SIBERIAN HUSKY,WHITE,Female,MED,03/27/2018,K24-048541,DS79,A371245,05/17/2024,06/02/2024,16,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,,,
*COMET,DOG,GERM SHEPHERD/MIX,WHITE,Neutered,PUPPY,12/20/2023,K24-047652,DA11,A424657,02/20/2024,03/29/2024,38,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95409,"95409(38.46382, -122.67058)"
COCO,DOG,GERM SHEPHERD/MIX,BLACK/WHITE,Spayed,PUPPY,11/12/2023,K24-047732,DA47,A422252,02/29/2024,03/09/2024,9,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.39218, -122.837732)"
BUSTER,DOG,POODLE STND,BLACK,Neutered,LARGE,02/22/2010,K18-029384,DS73,A292182,08/07/2018,08/08/2018,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.26415, -122.64305)"
ABBY,DOG,PIT BULL,GRAY,Female,MED,11/11/2022,K24-047952,DS93,A425410,03/21/2024,03/29/2024,8,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
DOZER,DOG,ALASKAN HUSKY/GERM SHEPHERD,WHITE,Male,MED,05/30/2020,K23-044877,DS56,A417900,05/30/2023,06/01/2023,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492,"95492(38.5407034, -122.805922)"
*MELODY,DOG,CHIHUAHUA SH,BROWN,Female,SMALL,09/11/2014,K24-049181,DQ107,A427906,07/21/2024,09/28/2024,69,STRAY,FLD_STRAY,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4101254, -122.7276168)"
CHOPPER,DOG,AUST CATTLE DOG,BROWN/BLACK,Male,MED,03/29/2023,K24-048038,DS67,A425594,03/29/2024,03/30/2024,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,96007,"96007(40.456433, -122.302259)"
*WINSTON,DOG,PUG/MIX,BROWN/WHITE,Neutered,SMALL,08/20/2022,K24-047644,DA39,A424639,02/20/2024,03/30/2024,39,STRAY,FIELD,TRANSFER,MARIN HS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94949,"94949(38.0601134, -122.5341132)"
NEGRO AKA NEGRITO,DOG,DOBERMAN PINSCH,BLACK/TAN,Male,LARGE,09/12/2011,K23-046341,DS57,A420925,10/05/2023,10/06/2023,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
NEGRO AKA NEGRITO,DOG,DOBERMAN PINSCH,BLACK/TAN,Male,LARGE,09/12/2011,K23-046124,DS83,A420925,09/16/2023,09/19/2023,3,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
NEGRO,DOG,DOBERMAN PINSCH,BLACK/TAN,Male,LARGE,05/05/2013,K14-010774,DS87,A311544,09/12/2014,09/17/2014,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
KALA,DOG,PIT BULL,BR BRINDLE,Spayed,MED,07/12/2021,K24-047331,DS52,A423767,01/11/2024,01/12/2024,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
PEPE,DOG,SCHNAUZER MIN,GRAY,Neutered,MED,04/22/2020,K24-047314,DQ117,A405979,01/10/2024,01/12/2024,2,QUARANTINE,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
*TELLY-JO,DOG,AUST CATTLE DOG,BLUE MERLE,Spayed,MED,09/29/2022,K24-047411,DA10,A423974,01/21/2024,03/30/2024,69,STRAY,FLD_STRAY,TRANSFER,MARIN HS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94949,"94949(38.0601134, -122.5341132)"
*SNUGGLE BEAR,DOG,GERM SHEPHERD/MIX,BLACK/BL BRINDLE,Spayed,PUPPY,01/05/2024,K24-047653,DA45,A424658,02/20/2024,03/30/2024,39,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
*DOLLY,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,PUPPY,12/29/2023,K24-047727,DA41,A424891,02/29/2024,03/30/2024,30,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
BOGIE,DOG,AKITA,TAN/WHITE,Neutered,LARGE,08/15/2012,K24-048044,TRUCK,A290651,03/30/2024,03/30/2024,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)"
CASH,DOG,AUST CATTLE DOG,BLUE MERLE,Male,MED,12/21/2016,K24-048037,DS64,A425592,03/29/2024,03/30/2024,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,96007,"96007(40.456433, -122.302259)"
NADDIE,DOG,BELG MALINOIS/MIX,RED/BLACK,Spayed,MED,03/02/2020,K24-047759,DA07,A423110,03/06/2024,03/29/2024,23,ADOPTION RETURN,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
KALEO,DOG,BULLMASTIFF/PIT BULL,BLACK,Male,MED,02/11/2023,K23-045325,DS77,A418909,07/09/2023,07/11/2023,2,CONFISCATE,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
KALEO,DOG,BULLMASTIFF/PIT BULL,BLACK,Male,MED,02/11/2023,K24-047264,DS75,A418909,01/03/2024,01/13/2024,10,QUARANTINE,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
KALEO,DOG,BULLMASTIFF/PIT BULL,BLACK,Male,MED,02/11/2023,K23-046546,DS89,A418909,10/22/2023,11/03/2023,12,CONFISCATE,FIELD,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
KALEO,DOG,BULLMASTIFF/PIT BULL,BLACK,Male,MED,02/11/2023,K23-046122,DS61,A418909,09/15/2023,09/19/2023,4,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
CAT,DOG,CATAHOULA/MIX,BRN MERLE/BLACK,Spayed,LARGE,09/13/2009,K24-047333,DS73,A360813,01/11/2024,01/13/2024,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,COUNTY,94951,"94951(38.294195, -122.670365)"
LUNA,DOG,CHIHUAHUA LH/MIX,BLACK/WHITE,Female,SMALL,11/17/2022,K24-047350,TRUCK,A422264,01/13/2024,01/13/2024,0,CONFISCATE,FLD_ARREST,TRANSFER,RP SHELTER,UNKNOWN,PENDING,*ROHNERT PARK,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)"
JAX,DOG,LABRADOR RETR/MIX,YELLOW,Neutered,PUPPY,06/07/2023,K23-047041,DA42,A422883,12/07/2023,01/13/2024,37,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)"
VINNY,DOG,CHIHUAHUA SH/MIX,BLACK/BROWN,Neutered,SMALL,06/04/2015,K24-048716,DS57,A426900,06/04/2024,06/04/2024,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.445212, -122.745766)"
DOZER,DOG,ALASKAN HUSKY/GERM SHEPHERD,WHITE,Male,MED,05/30/2020,K22-043234,DS64,A417900,11/30/2022,12/01/2022,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,*WINDSOR,95492,"95492(38.5407034, -122.805922)"
DOZER,DOG,ALASKAN HUSKY/GERM SHEPHERD,WHITE,Male,MED,05/30/2020,K23-044995,DS65,A417900,06/10/2023,06/15/2023,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492,"95492(38.5407034, -122.805922)"
LUA,DOG,BEAGLE/MIX,BLACK/TAN,Spayed,SMALL,06/04/2022,K24-048703,DS79,A426882,06/02/2024,06/04/2024,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.4101254, -122.7276168)"
,DOG,PIT BULL/MIX,BLACK/WHITE,Female,SMALL,07/21/2022,K24-049176,DS61,A427900,07/21/2024,08/03/2024,13,STRAY,FIELD,EUTHANIZE,BEH SEVERE,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,,,
ROCKY,DOG,WEST HIGHLAND/MIX,TRICOLOR,Neutered,SMALL,06/16/2010,K24-048695,DQ112,A397937,06/01/2024,06/04/2024,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.451809, -122.692988)"
TAFF,DOG,BORDER COLLIE,BLACK/WHITE,Male,MED,06/09/2013,K23-046865,DA27,A314431,11/21/2023,,0,CONFISCATE,FLD_CRUEL,,,UNKNOWN,,COUNTY,COUNTY,95476,"95476(38.295408, -122.4710575)"
BUCK,DOG,DACHSHUND LH/MIX,TAN,Neutered,SMALL,09/28/2023,K24-048955,DA18,A427438,06/28/2024,08/03/2024,36,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.451809, -122.692988)"
DUKE,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,07/05/2023,K24-048088,DS92,A426907,04/04/2024,04/05/2024,1,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95407,"95407(38.4101254, -122.7276168)"
DUKE,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,07/05/2023,K24-048718,DA29,A426907,06/04/2024,08/03/2024,60,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.6171774, -122.8696164)"
MAISIE,DOG,BORDER COLLIE,TAN/WHITE,Spayed,MED,07/14/2011,K23-046864,DA28,A276171,11/21/2023,,0,CONFISCATE,FLD_CRUEL,,,UNKNOWN,,COUNTY,COUNTY,95476,"95476(38.295408, -122.4710575)"
*RONALD,DOG,GERM SHEPHERD/PIT BULL,TAN/BLACK,Neutered,PUPPY,03/01/2024,K24-048704,DA13,A426884,06/03/2024,08/03/2024,61,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94945,"94945(38.112631, -122.568111)"
TROUBLE,DOG,PIT BULL,WHITE,Male,LARGE,04/09/2016,K19-033580,DS79,A342025,09/04/2019,09/05/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476(38.288405, -122.464525)"
TROUBLE,DOG,PIT BULL,WHITE,Male,LARGE,04/09/2016,K16-020662,DA22,A342025,09/07/2016,09/09/2016,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*SONOMA,COUNTY,95476,"95476(38.288405, -122.464525)"
HUNTER,DOG,LABRADOR RETR/ROTTWEILER,BLACK/WHITE,Neutered,MED,12/29/2012,K14-012000,DA38,A291746,12/08/2014,02/14/2015,68,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409(38.46382, -122.67058)"
TROUBLE,DOG,PIT BULL,WHITE,Male,LARGE,04/09/2016,K16-020839,DS52,A342025,09/21/2016,09/23/2016,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476(38.288405, -122.464525)"
SNOW,DOG,ALASKAN HUSKY,WHITE,Neutered,LARGE,07/11/2021,K23-045339,DA01,A418931,07/11/2023,04/02/2024,266,STRAY,FIELD,ADOPTION,OTH_MEDIA,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.451809, -122.692988)"
MARKUS,DOG,PARSON RUSS TER,WHITE/BROWN,Neutered,SMALL,05/17/2014,K16-018758,DA45,A336689,05/07/2016,07/23/2016,77,STRAY,FIELD,ADOPTION,SPEC EVENT,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
*PESTO,DOG,GERM SHEPHERD,TAN/BLACK,Neutered,PUPPY,04/28/2023,K24-047351,FOSTER,A423818,01/14/2024,04/02/2024,79,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)"
*KNIGHT,DOG,LABRADOR RETR,BLACK,Neutered,LARGE,12/14/2018,K23-046898,DA42,A422387,11/25/2023,01/16/2024,52,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
LUNA,DOG,BELG MALINOIS/MIX,TAN/BLACK,Spayed,MED,03/05/2023,K24-048734,RECEIVING,A426937,06/05/2024,06/05/2024,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,94015,"94015(37.6807158, -122.4788821)"
*DAISY,DOG,AUST CATTLE DOG,BLACK/BLUE,Spayed,MED,01/02/2022,K23-044847,DA38,A413147,05/26/2023,01/16/2024,235,CONFISCATE,FLD_ABAND,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.4716444, -122.7398255)"
*HARRY,DOG,PIT BULL/MIX,RED,Neutered,PUPPY,03/07/2023,K23-047036,DA47,A422873,12/07/2023,01/16/2024,40,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
MOSES,DOG,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,08/18/2013,K24-048046,DS67,A309196,04/01/2024,04/02/2024,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
ALORA,DOG,BELG MALINOIS,BROWN,Spayed,PUPPY,09/06/2022,K22-043290,DA02,A414364,12/06/2022,01/17/2023,42,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
CHICA,DOG,DOBERMAN PINSCH,BLACK/BROWN,Female,MED,04/14/2023,K24-048051,TRUCK,A421112,04/02/2024,04/02/2024,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
CHAROLETTE,DOG,CHIHUAHUA SH/MIX,BLACK/BR BRINDLE,Spayed,TOY,09/09/2020,K22-042482,DA34,A413202,09/09/2022,09/30/2022,21,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
LOWKEY,DOG,PIT BULL,BLUE,Male,MED,08/02/2017,K22-041534,DS80,A411848,06/04/2022,06/04/2022,0,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,,
LOWKEY,DOG,PIT BULL,BLUE,Male,MED,08/02/2017,K23-045518,DS57,A411848,07/26/2023,08/02/2023,7,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,,
*TED,DOG,GERM SHEPHERD,TAN/BLACK,Neutered,MED,12/20/2022,K23-046557,DA06,A421444,10/23/2023,01/16/2024,85,STRAY,FLD_STRAY,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)"
*MASON,DOG,TR WALKER HOUND/MIX,TAN/BLACK,Neutered,MED,02/25/2023,K23-045942,DA39,A420180,09/05/2023,01/16/2024,133,STRAY,FLD_STRAY,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
*LLOYD,DOG,PIT BULL,BR BRINDLE,Neutered,PUPPY,03/05/2023,K23-047037,DA46,A422875,12/07/2023,01/16/2024,40,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
NALLIE,DOG,SIBERIAN HUSKY,WHITE/BROWN,Spayed,MED,04/11/2022,K23-044030,DA02,A414190,03/07/2023,01/16/2024,315,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)"
BEAR,DOG,LABRADOR RETR/MIX,BROWN/WHITE,Neutered,PUPPY,08/02/2023,K23-047189,DA41,A421655,12/22/2023,01/16/2024,25,QUARANTINE,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)"
CHULA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,01/24/2018,K24-048047,DS81,A378486,04/01/2024,04/02/2024,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
MARKUS,DOG,PARSON RUSS TER,WHITE/BROWN,Neutered,SMALL,05/17/2014,K24-048041,DS51,A336689,03/30/2024,03/30/2024,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
BEAUMAN,DOG,GERM SHEPHERD/MIX,CREAM,Neutered,LARGE,05/15/2022,K24-048517,DA20,A426454,05/15/2024,08/03/2024,80,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.6171774, -122.8696164)"
*JOEY,DOG,BORDER COLLIE,BLACK/WHITE,Male,MED,11/29/2011,K23-046858,DI097,A422295,11/21/2023,,0,CONFISCATE,FLD_CRUEL,,,UNKNOWN,,COUNTY,COUNTY,95476,"95476(38.295408, -122.4710575)"
CHARLIE,DOG,PIT BULL,BLUE/WHITE,Neutered,MED,05/29/2017,K20-035876,DS66,A397678,05/29/2020,06/02/2020,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,,
TESS,DOG,BORDER COLLIE,BLACK/WHITE,Spayed,MED,11/21/2008,K23-046868,FREEZER,A422302,11/21/2023,06/04/2024,196,CONFISCATE,FLD_CRUEL,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,,,
RUGER,DOG,SCHNAUZER MIN,BLACK,Male,SMALL,01/17/2021,K24-047370,DS73,A423880,01/17/2024,01/17/2024,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
HANNAH,DOG,LABRADOR RETR/MIX,WHITE,Spayed,LARGE,09/11/2022,K23-046019,DA37,A420310,09/11/2023,10/24/2023,43,STRAY,FIELD,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95425,"95425(38.79895, -123.01762)"
*LUCILLE,DOG,PIT BULL/GERM SHEPHERD,TAN/BLACK,Spayed,PUPPY,01/24/2024,K24-048138,FOSTER,A425767,04/10/2024,06/06/2024,57,STRAY,FIELD,ADOPTION,VOLUNTEER,UNKNOWN,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.235426, -122.673515)"
JADE,DOG,GERM SHEPHERD/MIX,FAWN,Spayed,PUPPY,06/07/2023,K23-047038,DA13,A422880,12/07/2023,01/13/2024,37,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)"
*MOUSSE,DOG,PIT BULL/MIX,CHOCOLATE/WHITE,Neutered,MED,01/06/2023,K24-047837,DA02,A424292,03/13/2024,04/03/2024,21,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,COUNTY,95462,"95462(38.46819, -123.01142)"
CHIQUITA,DOG,FRENCH BULLDOG,WHITE/BLACK,Female,PUPPY,01/07/2021,K21-038973,DS55,A405725,07/05/2021,07/07/2021,2,CONFISCATE,FLD_CORONR,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
DENALI,DOG,PIT BULL/MIX,BROWN/TAN,Female,MED,09/18/2019,K20-035624,DS67,A396901,03/18/2020,03/18/2020,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
ZARA,DOG,PIT BULL/MIX,BROWN,Spayed,LARGE,11/06/2020,K21-040065,DS59,A407692,11/06/2021,11/06/2021,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.44366, -122.7246163)"
THELMA,DOG,MASTIFF,BROWN/BLACK,Female,X-LRG,11/30/2016,K23-046889,DI104,A422324,11/21/2023,,0,CONFISCATE,FLD_CRUEL,,,UNKNOWN,,COUNTY,COUNTY,95476,"95476(38.288405, -122.464525)"
*MARLON,DOG,SIBERIAN HUSKY,BLACK/WHITE,Neutered,LARGE,09/14/2022,K24-047856,DA07,A425220,03/14/2024,10/01/2024,201,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,PENDING,*HEALDSBURG,SANTA ROSA,95403,"95403(38.4729505, -122.7442054)"
CHUNKY,DOG,PIT BULL,WHITE/BLACK,Male,MED,07/17/2021,K24-047354,DS73,A423823,01/14/2024,01/17/2024,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,COUNTY,COUNTY,95476,"95476(38.288405, -122.464525)"
*IKE,DOG,SIBERIAN HUSKY,BLACK/WHITE,Neutered,LARGE,04/01/2020,K24-047349,DA19,A416471,01/13/2024,01/18/2024,5,ADOPTION RETURN,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,OUT OF COUNTY,OUT OF COUNTY,95461,"95461(38.75402, -122.61931)"
DAISY,DOG,SIBERIAN HUSKY/MIX,RED/WHITE,Female,MED,03/20/2020,K24-047379,TRUCK,A423403,01/18/2024,01/18/2024,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
LUNA,DOG,PIT BULL/MIX,Y BRINDLE,Spayed,MED,11/04/2023,K24-048331,FOSTER,A426166,04/30/2024,08/03/2024,95,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4101254, -122.7276168)"
*CARLY,DOG,CATAHOULA/MIX,TAN/WHITE,Spayed,SMALL,03/17/2024,K24-048362,DA33,A426199,05/01/2024,08/06/2024,97,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,,95461,"95461(38.7639547, -122.6360898)"
BOBBY,DOG,FRENCH BULLDOG,TAN,Male,PUPPY,10/21/2022,K23-043650,DS77,A415069,01/20/2023,01/21/2023,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492,"95492(38.5407034, -122.805922)"
